"HighlightRow","Edit","View Audit LOG","State (XXX)","Issue  Office  (YXXX-MWO)","Location (name)","ICAO Identifier (YXXX)","Metar  (Y or N)","TAF  (Y or N)","TTF  (Y or N)","Ceilometer  (Y or N)","Vismeter  (Y or N)","AWIS  (Y or N)","AWIS Number (area code)No.","AWIS Frequency (Mhz)","BOM  Station(xxxxxx)","Secondary  &nbsp &nbsp &nbsp &nbsp Issue Office(YXXX-MWO)","ARFOR  Area(xx)","Alternate  Aero Minima  Cloud Base(Feet)","Alternate  Aero Minima  Visibility(Meters)","Slam Minima  Cloud Base(Feet)","Slam Minima  Visibility(Meters)","A Aero Minima  Cloud Base(Feet)","A Aero Minima  Visibility(Meters)","B Aero Minima  Cloud Base(Feet)","B Aero Minima  Visibility(Meters)","C Aero Minima  Cloud Base(Feet)","C Aero Minima  Visibility(Meters)","D Aero Minima  Cloud Base(Feet)","D Aero Minima  Visibility(Meters)","Main  Runway  Orientation(Degrees Magnetic)","Secondary  Runway  Orientation(Degrees Magnetic)","Tertiary  Runway  Orientation(Degrees Magnetic)","Variation  Amount  (Degrees)","Variation  Direction  (E or W)","Aero  Height  (Feet)","AWS  (Y or N)","VIS AWR  (Y or N)","VIS SYNOP  (Y or N)","Closest Vis Obs  (Y or N)","One  Minute Data  (Y or N)","Half  Hourly   (Y or N)","Hourly  Data  (Y or N)","Present  Weather Sensor Funded  (Y or N)","Lightning  Sensor  (Y or N)","Annual  Movements","Annual  Pax","GreaterThan 30000  Pax  (Y or N)","Runway  Approach  (Y or N)","Circling  Approach  (Y or N)","International  Secondary  (Y or N)","Control  Tower  (Y or N)","International  Major  (Y or N)","Etops  Alternate  (Y or N)","TAF  Classification  (A,B,C,D,E,F,G)","TAF  Cat  (1,2,3)","AIFS TAF Aifs Id (IDXXXXXX)","TAF  issues  TAF_ISS0  (HH/HH)","TAF_ISS1  Days  (A=All)","TAF  issues  TAF_ISS2  (HH/HH)","TAF_ISS3  Days  (A=All)","TAF  issues  TAF_ISS4  (HH/HH)","TAF_ISS5  Days  (A=All)","TAF  issues  TAF_ISS6  (HH/HH)","TAF_ISS7  Days  (A=All)","Validity  (Hrs)","Update  Frequency","No of  issues","TTF_ISS1  (HH/HH)","TTF_ISS2  Days","TTF ISSue  Times  TTF_ISS3  (HH/HH)","TTF_ISS4  Days","Airport  Warning  (Y or N)","Wind  Shear  Alert  (Y or N)","Temperature  Inversion   (Y or N)","ASTAS   (Y or N)","Thunderstorm  Alert   (Y or N)","Airport  Weather  Briefing   (Issue Time Z)","Code  Grey   (Y or N)","Verbal  Briefing   (Y or N)","Aero  Latitude  (Decimal  Degrees).","Aero  Longitude  (Decimal  Degrees).","Aviation  Funded (Y or N)","Aviation  Location  Type"
"___","YCOE","LOG","QLD","YBCS-MWO","Coen","YCOE","Y","Y","N","N","N","N","N","N","27073","YBTL-MWO","45","2437","6000","","","1678","4400","1678","4400","2438","6000","","","108","","","6","E","533","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDQ56000","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-13.76208","143.11643","N","AD"
"___","YBCS","LOG","QLD","YBCS-MO","Cairns","YBCS","Y","Y","Y","Y","Y","N","ATIS","N","31011","YBTL-MWO","45","2110","7000","","","1090","4400","1090","4400","1840","6000","2210","7000","150","","","7","E","10","Y","Y","Y","","Y","Y","Y","N","Pr","41716","3222118","Y","Y","Y","N","Y","Y","N","A","1","IDQ53200","1818","A","0024","A","0606","A","1212","A","24","6","4","1408","A","","","Y","Y","N","N","Y","N","N","Y","-16.87583","145.75278","N","AD"
"___","YBKT","LOG","QLD","YBCS-MO","Burketown","YBKT","Y","Y","N","N","N","Y","(07) 4745 5192","N","29077","YBTL-MWO","45","1199","6000","","","1109","4400","1109","4400","1209","6000","","","37","","","5","E","21","Y","N","N","Burketown","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDQ56200","","M,TU,W,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-17.7485","139.53451","N","AD"
"___","YKSC","LOG","SA","YPAD-MWO","Kingscote","YKSC","Y","Y","N","N","N","Y","(08) 81315306","127.45","22841","","50","1546","6000","","","1316","4400","1316","4400","1546","6000","","","14","59","149","8","E","24","Y","N","N","Cape Willoughby 60","N","Y","Y","N","N","6622","62677","Y","Y","Y","N","N","N","N","C","2","IDS50500","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-35.70694","137.52083","Y","AD"
"___","YWHA","LOG","SA","YPAD-MWO","Whyalla","YWHA","Y","Y","N","Y","Y","Y","(08) 81315319","N","18120","","50","1699","6000","","","1169","4400","1169","4400","1679","6000","","","167","47","","7","E","41","Y","N","N","Pt Pirie 47","N","Y","Y","N","N","4177","46005","Y","Y","Y","N","N","N","N","C","2","IDS50800","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-33.0525","137.52222","Y","AD"
"___","YMBD","LOG","SA","YPAD-MWO","Murray Bridge","YMBD","Y","Y","N","N","N","N","","","24584","","50","1500","8000","","","","","","","","","","","","","","8","E","180","Y","N","N","?","N","Y","N","N","N","","","N","N","N","N","N","N","N","D","","","0214","","2008","","","","","","","","","","","","","N","N","N","N","","N","N","N","-35.06667","139.22667","N",""
"___","YRBE","LOG","SA","UNKNOWN","Robe","YRBE","Y","N","N","N","N","N","N","N","26105","","50","","","","","-1","-1","","","","","","","","","","9","E","","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","E","4","","","","","","","","","","","","","","","","","N","N","N","N","N","N","N","N","-37.1776","139.8054","N","HLS"
"___","YPPF","LOG","SA","YPAD-MWO","Parafield","YPPF","Y","Y","N","N","N","Y","(08) 81315313","N","23013","","50","2023","4400","","","","","","","","","","","20","20","77","8","E","57","Y","N","N","Kent Town 14","Y","Y","Y","N","N","","","N","Y","Y","N","N","N","N","B","2","IDS50300","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","Y","N","N","N","N","N","N","Y","-34.79028","138.6375","Y","AD"
"___","YPAG","LOG","SA","YPAD-MWO","Port Augusta","YPAG","Y","Y","N","N","N","Y","(08) 81315314","N","18201","","50","1514","6000","","","1684","4400","1684","4400","1974","6000","1974","7000","152","","","7","E","56","Y","N","N","Pt Pirie 79","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDS51500","0214","A","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-32.50692","137.7168","Y","AD"
"___","YMTG","LOG","SA","YPAD-MWO","Mount Gambier","YMTG","Y","Y","N","Y","Y","Y","(08) 81315309","117","26021","","50","1268","6000","","","1168","4400","1168","4400","1268","6000","","","54","111","176","10","E","212","Y","Y","Y","","Y","Y","Y","N","N","7624","81795","Y","Y","Y","N","N","N","N","C","2","IDS50600","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-37.74544","140.78528","N","AD"
"___","YPLC","LOG","SA","YPAD-MWO","Port Lincoln","YPLC","Y","Y","N","Y","Y","Y","(08) 81315315","N","18192","","50","1674","6000","","","1504","4400","1504","4400","1604","6000","","","10","51","147","7","E","36","Y","N","N","Cleve 115","N","Y","Y","N","N","6664","110649","Y","Y","Y","N","N","N","N","B","2","IDS50400","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-34.60539","135.88028","Y","AD"
"___","YPED","LOG","SA","YPAD-MWO","Edinburgh","YPED","Y","Y","N","Y","Y","Y","(08) 81315305","316.3","23083","","50","1323","7000","","","1233","4400","1233","4400","1283","6000","1323","7000","180","","","8","E","67","Y","N","N","Kent Town 24","Y","Y","Y","Y","Y","","","N","Y","Y","N","Y","N","N","B","2","IDS50200","1818","A","0024","A","0606","A","1212","A","24","6","4","","","","","Y","Y","Y","N","N","N","N","Y","-34.71206","138.62361","N","AD"
"___","YREN","LOG","SA","YPAD-MWO","Renmark","YREN","Y","Y","N","N","N","Y","(08) 81315317","N","24048","","50","1275","6000","","","1165","4400","1165","4400","1265","6000","","","65","176","","9","E","115","Y","N","N","Loxton 28","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDS51600","0214","A","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-34.19641","140.674","Y","AD"
"___","YNRC","LOG","SA","YPAD-MWO","Naracoorte","YNRC","Y","Y","N","N","N","Y","(08) 81315310","N","26099","","50","1321","4400","","","1271","4400","1271","4400","","","","","18","75","","9","E","169","Y","N","N","Coonawarra 36","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDS52100","0214","A","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-36.98522","140.72496","Y","AD"
"___","YPAD","LOG","SA","YPAD-MWO","Adelaide Airport","YPAD","Y","Y","Y","Y","Y","Y","(08) 81315300","N","23034","","50","1480","7000","850","4000","1250","4400","1250","4400","1480","6000","1480","7000","42","115","","8","E","20","Y","Y","Y","","Y","Y","Y","N","Pr","66854","4897728","Y","Y","Y","N","Y","Y","N","A","1","IDS50100","1800","A","0006","A","0612","A","1218","A","30","6","4","0024","A","","","Y","Y","N","N","Y","06, 18","14 and 24Z","Y","-34.94944","138.52556","N","AD"
"___","YMIN","LOG","SA","YPAD-MWO","Minlaton","YMIN","Y","N","N","N","N","Y","(08) 8853 2946","N","22031","","50","1500","8000","","","","","","","","","","","","","","","","","Y","N","N","Warooka 29","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDS52000","","","","","","","","","","","2","","","","","N","N","N","N","N","N","N","Y","-34.71167","137.525","Y","ALA"
"___","YTIB","LOG","NSW","YPAD-MWO","Tibooburra","YTIB","Y","Y","N","N","N","Y","OLD (08) 8091 3439","N","46126","","51","1206","6000","","","1166","4400","1166","4400","1266","6000","","","22","153","","8","E","584","Y","N","N","T PO 4.8","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDS52400","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-29.45097","142.05779","N","AD"
"___","YPWR","LOG","SA","YPAD-MWO","Woomera","YPWR","Y","Y","N","Y","Y","Y","(08) 81315320","N","16001","","51","1291","7000","","","1102","4400","1102","4400","1192","6000","1292","7000","179","","","7","E","548","Y","Y","Y","","Y","Y","Y","N","N","","","N","Y","Y","N","Y","N","N","B","2","IDS51300","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","Y","N","N","N","N","N","N","Y","-31.14806","136.81389","N","AD"
"___","YOLD","LOG","SA","YPAD-MWO","Olympic Dam","YOLD","Y","Y","N","N","N","Y","(08) 81315311","N","16096","","51","1236","6000","","","1107","4400","1107","4400","1247","6000","","","64","","","7","E","343","Y","N","N","Hawker 62","N","N","Y","N","N","1727","25715","N","Y","Y","N","N","N","N","C","3","IDS51400","0214","A","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-30.485","136.87667","Y","AD"
"___","YLEC","LOG","SA","YPAD-MWO","Leigh Creek","YLEC","Y","Y","N","N","N","Y","(08) 81315307","N","17110","","51","1574","6000","","","1354","4400","1354","4400","1584","6000","","","114","23","","7","E","856","Y","N","N","Arkaroola 93","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDS50900","0214","A","0814","A","2008","A","","","12","","3","","","","","N","N","N","N","N","N","N","Y","-30.59583","138.44167","Y","AD"
"___","YBHI","LOG","NSW","YPAD-MWO","Broken Hill","YBHI","Y","Y","N","Y","Y","Y","OLD (08) 8087 4618","N","47048","","51","1421","7000","","","1281","4400","1281","4400","1381","6000","1381","7000","47","134","","9","E","958","Y","N","N","","N","N","Y","N","N","2313","34457","Y","Y","Y","N","N","N","N","C","3","IDS51000","1812","A","0012","A","0618","A","1224","A","12 (18)","6","4","","","","","N","N","N","N","N","N","N","Y","-32.00146","141.47163","Y","AD"
"___","YCBP","LOG","SA","YPAD-MWO","Coober Pedy","YCBP","Y","Y","N","N","N","Y","(08) 81315303","N","16090","","52","1375","6000","","","1150","4400","1150","4400","1240","6000","","","43","145","","6","E","740","Y","N","N","Tarcoola 186","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDS52200","0214","F","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-29.04","134.72086","Y","AD"
"___","YOOM","LOG","SA","YPAD-MWO","Moomba","YOOM","Y","Y","N","N","N","Y","(08) 81315308","N","17123","","52","1197","8000","","","1097","4400","1097","4400","1197","6000","","","120","","","7","E","143","Y","N","Y","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","2","IDS51100","0214","A","0814","A","2008","A","","","12","","3","","","","","N","N","N","N","N","N","N","Y","-28.09954","140.19705","Y","AD"
"___","YOOD","LOG","SA","YPAD-MWO","Oodnadatta","YOOD","Y","Y","N","N","N","Y","(08) 81315312","N","17043","","52","1414","6000","","","1314","4400","1314","4400","1314","6000","","","133","43","","6","E","","Y","N","N","Marla 182","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDS52300","","M,T,W,T,F","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-27.56139","135.44611","Y","ALA"
"___","YWUD","LOG","SA","YPAD-MWO","Wudinna","YWUD","Y","Y","N","N","N","Y","(08) 81315321","N","18083","","53","1400","6000","","","1300","4400","1300","4400","1400","6000","","","138","68","","6","E","310","Y","N","N","Kyancutta 14","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDS51700","0214","A","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-33.04324","135.44721","Y","AD"
"___","YCEE","LOG","SA","YPAD-MWO","Cleve","YCEE","Y","Y","N","N","N","Y","(08) 81315302","N","18116","","53","1441","6000","","","1151","4400","1151","4400","1251","6000","","","84","175","","7","E","589","Y","N","N","","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDS51800","0214","A","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-33.70983","136.50475","N","AD"
"___","YCDU","LOG","SA","YPAD-MWO","Ceduna","YCDU","Y","Y","N","N","N","Y","(08) 81315301","N","18012","","53","1363","6000","","","1133","4400","1133","4400","1323","6000","","","105","168","","6","E","77","Y","Y","Y","","Y","Y","Y","N","NN","920","11394","N","Y","Y","N","N","N","N","D","3","IDS50700","0214","A","0814","A","2008","A","","","12","6","3","","","","","N","N","N","N","N","N","N","Y","-32.1306","133.70975","N","AD"
"___","YTAR","LOG","SA","YPAD-MWO","Tarcoola","YTAR","Y","Y","N","N","N","N","(08) 81315318","N","16098","","53","1500","8000","","","","","","","","","","","","","","","","","Y","N","N","Ceduna 179","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDS51200","","M,W,T","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-30.70667","134.57667","Y","ALA"
"___","YRTI","LOG","WA","YPPH-MWO","Rottnest Island","YRTI","Y","Y","N","N","N","Y","(08) 94628753","N","9193","","60","1178","4400","","","1188","4400","1188","4400","","","","","92","","","2","W","12","Y","N","N","Medina 37","Y","Y","Y","N","N","","","N","Y","Y","N","N","N","N","D","2","IDW52400","0413","A","2008","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-32.00677","115.53975","N","AD"
"___","YGGE","LOG","WA","YMMM","Golden Grove","YGGE","Y","Y","N","N","N","Y","","122.375","507017","","60","1457","6000","","","","","","","","","","","117","","","0","W","1183","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","22/10","","","","","","","","12","","","","","","","N","N","N","N","","N","N","N","-28.765","116.9717","N",""
"___","YCUN","LOG","WA","YPPH-MWO","Cunderdin","YCUN","Y","Y","N","N","N","Y","(08) 94628728","N","10286","","60","1495","6000","","","1495","4400","1495","4400","1495","6000","","","47","137","","1","W","699","Y","N","N","Cunderdin 5","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDW53900","0816","A","2210","A","","","","","8","","2","","","","","N","N","N","N","N","N","N","Y","-31.62222","117.21667","N","ALA"
"___","YGEL","LOG","WA","YPPH-MWO","Geraldton","YGEL","Y","Y","N","N","N","Y","(08) 94628734","131.65","8315","","60","1798","7000","","","1289","4400","1289","4400","1669","6000","1799","7000","19","81","144","1","W","121","Y","Y","Y","","Y","Y","Y","N","N","2416","56707","Y","Y","Y","N","N","N","N","B","2","IDW52300","1818","A","0024","A","0606","A","1212","A","24","6","4","","","","","N","N","N","N","N","N","N","Y","-28.79621","114.7075","N","AD"
"___","YPJT","LOG","WA","YPPH-MWO","Jandakot","YPJT","Y","Y","N","Y","Y","Y","(08) 94628736","128.65, 281","9172","","60","1281","6000","","","","","","","","","","","56","56","116","2","W","99","Y","N","N","Gosnells City 11","Y","Y","Y","N","N","","","N","Y","Y","N","Y","N","N","B","2","IDW50300","1812","A","0018","A","0624","A","1206","A","18","6","4","","","","","Y","N","N","N","N","N","N","Y","-32.095","115.87444","Y","AD"
"___","YMOG","LOG","WA","YPPH-MWO","Mount Magnet","YMOG","Y","Y","N","N","N","Y","(08) 94628745","N","7600","","60","1306","6000","","","1176","4400","1176","4400","1306","6000","","","35","157","","0","E","1354","Y","N","N","Paynes Find 130","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDW53800","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-28.11616","117.84173","Y","AD"
"___","YPEA","LOG","WA","YPPH-MWO","Pearce","YPEA","Y","Y","Y","Y","Y","Y","(08) 94628750","316.1","9053","","60","1420","7000","","","1131","4400","1131","4400","1361","6000","1391","7000","46","175","175","2","W","149","Y","Y","Y","","Y","N","Y","N","PR","","","N","Y","Y","N","Y","N","N","B","2","IDW50200","1812","A","0018","A","0624","A","1206","A","18","6","4","2013","TU,W,T","2005","F,M","Y","Y","Y","N","N","N","N","Y","-31.66768","116.01506","N","AD"
"___","YPPH","LOG","WA","YPPH-MWO","Perth Aero","YPPH","Y","Y","Y","Y","Y","N","(08) 94628751","N","9021","","60","1873","7000","700","2500","1193","4400","1196","4400","1873","6000","1873","7000","16","61","","2","W","67","Y","Y","Y","","Y","Y","Y","N","Y","50889","5888809","Y","Y","Y","N","Y","Y","N","A","1","IDW50100","1800","A","0006","A","0612","A","1218","A","30","6","4","0024","A","","","Y","N","N","N","Y","06, 18","14 and 02Z","Y","-31.94389","115.97306","N","AD"
"___","YLEO","LOG","WA","YPPH-MWO","Leonora","YLEO","N","Y","N","N","N","N","(08) 94628743","N","12241","","61","1423","6000","","","1273","4400","1273","4400","1403","6000","","","36","132","","1","E","1217","N","N","Y","","N","N","N","N","N","574","9091","N","Y","Y","N","N","N","N","C","3","IDW52700","0413","A","2210","A","","","","","9","","2","","","","","N","N","N","N","N","N","N","Y","-28.87812","121.31465","N","AD"
"___","YLST","LOG","WA","YPPH-MWO","Leinster","YLST","Y","Y","N","Y","Y","Y","(08) 94628742","124","12314","","61","1319","6000","","","1189","4400","1189","4400","1289","6000","","","99","","","1","E","1631","Y","N","N","Yeelirrie 86","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDW52600","0413","A","2210","A","","","","","9","","2","","","","","N","N","N","N","N","N","N","Y","-27.8434","120.70323","Y","AD"
"___","YPKG","LOG","WA","YPPH-MWO","Kalgoorlie","YPKG","Y","Y","N","Y","Y","Y","(08) 94628737","126.25","12038","","61","1707","7000","","","1347","4400","1347","4400","1447","6000","1497","7000","110","185","","1","E","1203","Y","Y","Y","","Y","Y","Y","Y","N","2886","160352","Y","Y","Y","Y","N","N","N","A","1","IDW51300","1818","A","0024","A","0606","A","1212","A","24","6","4","","","","","N","N","N","N","N","N","N","Y","-30.78938","121.46173","N","AD"
"___","YSCR","LOG","WA","YPPH-MWO","Southern Cross","YSCR","Y","Y","N","N","N","Y","(08) 94628755","N","12320","","61","1407","6000","","","1427","4400","1427","4400","1457","6000","","","138","90","","0","W","1163","Y","N","N","Southern Cross 2.7","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDW54000","0416","A","2210","A","","","","","12","","2","","","","","N","N","N","N","N","N","N","Y","-31.2403","119.35979","Y","ALA"
"___","YMMI","LOG","WA","YPPH-MWO","Murrin Murrin","YMMI","N","N","N","N","N","N","N","N","","","61","1315","6000","","","1185","4400","1185","4400","1315","6000","","","34","","","1","E","1535","N","N","N","Leonora 60","N","N","N","N","N","","","N","N","Y","N","N","N","N","D","3","IQW54300","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-28.7053","121.89064","N","ALA"
"___","YLTN","LOG","WA","YPPH-MWO","Laverton","YLTN","Y","Y","N","N","N","Y","(08) 94628740","134.75","12305","","61","1370","6000","","","1290","4400","1290","4400","1390","6000","","","68","156","","1","E","1525","Y","N","N","Leonora 110","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDW52500","0413","A","2210","A","","","","","9","","2","","","","","N","N","N","N","N","N","N","Y","-28.61369","122.42396","Y","AD"
"___","YFRT","LOG","WA","YPPH-MWO","Forrest","YFRT","Y","Y","N","N","N","Y","(08) 94628733","N","11052","","62","1299","7000","","","1169","4400","1169","4400","1299","6000","1299","7000","90","176","","3","E","511","Y","N","N","Eucla 118","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","C","3","IDW51400","0214","A","0820","A","1402","A","2008","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-30.84389","128.11944","Y","AD"
"___","YNSM","LOG","WA","YPPH-MWO","Norseman","YNSM","Y","Y","N","N","N","N","(08) 94628747","N","12009","","63","1697","6000","","","1467","4400","1467","4400","1697","6000","","","","","","1","E","863","Y","N","N","Norseman 3","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDW54100","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-32.20933","121.75457","Y","ALA"
"___","YBUN","LOG","WA","YPPH-MWO","Bunbury","YBUN","Y","Y","N","Y","Y","N","","","509640","","63","1297","6000","","","","","","","","","","","66","","","2","W","53","Y","N","N","","Y","N","N","N","N","","","N","N","N","N","N","N","N","C","","IDW55400","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-33.378","115.677","N",""
"___","YESP","LOG","WA","YPPH-MWO","Esperance Aero","YESP","Y","Y","N","Y","Y","Y","(08) 94628731","123.05","9542","","63","1289","7000","","","1100","4400","1100","4400","1200","6000","1290","7000","111","28","","0","E","470","Y","Y","Y","","N","Y","Y","N","N","1158","30379","Y","Y","Y","N","N","N","N","C","3","IDW52800","2008","A","0214","A","0820","A","1402","A","12","","4","","","","","N","N","N","N","N","N","N","Y","-33.68444","121.82264","Y","AD"
"___","YBLN","LOG","WA","YPPH-MWO","Busselton","YBLN","Y","Y","N","N","N","Y","(08) 94628724","128.05","9603","","63","1594","7000","","","1155","4400","1155","4400","1325","6000","1585","7000","28","","","3","W","55","Y","N","N","Jarrahwood 28","N","N","Y","N","N","","","N","Y","Y","N","N","N","N","D","3","IDW53000","0413","A","2210","A","","","","","12 & 9","6","2","","","","","N","N","N","N","N","N","N","Y","-33.68729","115.40026","Y","AD"
"___","YABA","LOG","WA","YPPH-MWO","Albany","YABA","Y","Y","N","Y","Y","Y","(08) 894628720","N","9999","","63","1557","7000","","","1387","4400","1387","4400","1387","6000","1557","7000","137","47","","2","W","233","Y","Y","Y","","Y","Y","Y","N","N","1334","37462","Y","Y","Y","N","N","N","N","C","3","IDW52900","1812","A","0013","A","","","","","18(13)","","2","","","","","N","N","N","N","N","N","N","Y","-34.94344","117.8089","N","AD"
"___","YWBR","LOG","WA","YPPH-MWO","Warburton","YWBR","Y","Y","N","N","N","Y","(08) 94628757","N","13011","","64","1390","6000","","","1110","4400","1110","4400","1340","6000","","","181","","","3","E","1510","Y","N","N","Giles 211","N","N","Y","N","N","","","N","N","Y","N","N","N","N","D","3","IDW53400","","A","","","","","","","14","","1","","","","","N","N","N","N","N","N","N","Y","-26.12833","126.58333","Y","ALA"
"___","YTRA","LOG","WA","YPPH-MWO","Tropicana","YTRA","Y","N","N","N","N","N","(08) 94628758","","512023","","64","1426","7000","","","","","","","","","","","87","","","2","E","1104","Y","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-29.18667","124.55028","N",""
"___","YGRM","LOG","WA","YPPH-MWO","Gruyere","YGRM","Y","Y","N","Y","Y","N","","","512029","","64","1198","6000","","","","","","","","","","","63","","","2","E","1542","Y","N","N","","Y","N","N","N","N","","","N","N","N","N","N","N","N","C","","IDW55500","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-28.034","123.814","N",""
"___","YCAR","LOG","WA","YPPH-MWO","Carnarvon","YCAR","Y","Y","N","N","N","Y","(08) 94628725","126.45","6011","","65","1297","7000","","","1107","4400","1107","4400","1207","6000","1297","7000","44","180","","0","W","13","Y","Y","Y","","Y","Y","Y","N","N","1000","15534","N","Y","Y","N","N","N","N","D","2","IDW52200","0416","A","2210","A","","","","","12","6","2","","","","","N","N","N","N","N","N","N","Y","-24.88068","113.67209","N","AD"
"___","YSHK","LOG","WA","YPPH-MWO","Shark Bay","YSHK","Y","Y","N","N","N","N","(08) 94628754","N","6105","","65","1500","8000","","","","","","","","","","","179","","","1","W","111","Y","N","N","Denham 6.1","N","N","Y","N","N","","","N","N","N","N","N","N","N","D","3","IDW54400","","A","","","","","","","12","","1","","","","","N","N","N","N","N","N","N","Y","-25.89387","113.57723","Y","AD"
"___","YEWA","LOG","NSW","UNKNOWN","Eliwana","YEWA","N","N","N","N","N","N","","","505063","","66","1604","6000","","","","","","","","","","","99","","","1","E","1576","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.4281","116.8867","N","AD"
"___","YBGD","LOG","WA","YPPH-MWO","Boolgeeda","YBGD","N","N","N","N","N","N","","","505052","","66","2140","7000","","","","","","","","","","","84","","","1","E","1870","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.54111","117.26944","N",""
"___","YANG","LOG","WA","YPPH-MWO","West Angelas","YANG","Y","Y","N","N","N","N","","","507501","","66","1464","4400","","","","","","","","","","","45","","","1","E","2346","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","IDW55300","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-23.135","118.70667","N",""
"___","YBRY","LOG","WA","YPPH-MWO","Barimunya","YBRY","N","N","N","N","N","N","","","505053","","66","1658","6000","","","","","","","","","","","104","","","1","E","2082","N","N","N","Aerodrome Reporting Officer: ph 0408427212","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.6719","119.1628","N",""
"___","YCWA","LOG","WA","YPPH-MWO","Coondewanna","YCWA","N","N","N","N","N","N","","","505051","","66","2333","7000","","","","","","","","","","","82","","","1","E","2327","N","N","N","Aerodrome Reporting Officer: ph 0400387986","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","","","","","","","","","","","","","","","","N","N","N","N","","N","N","N","-22.965","118.8089","N",""
"___","YCHK","LOG","WA","YPPH-MWO","Christmas Creek","YCHK","N","Y","N","N","N","N","","","505049","","66","1306","7000","","","","","","","","","","","87","","","1","E","1454","N","N","N","","N","N","N","N","N","","","N","N","N","N","N","N","N","C","","","00/12","A","06/18","A","12/24","A","18/06","A","12","","","","","","","N","N","N","N","","N","N","N","-22.3562","119.6497","N",""
